Date,Open,High,Low,Close,Volume,MarCap,매도_금융투자,매수_금융투자,순매수_금융투자,매도_보험,매수_보험,순매수_보험,매도_투신,매수_투신,순매수_투신,매도_사모,매수_사모,순매수_사모,매도_은행,매수_은행,순매수_은행,매도_기타금융,매수_기타금융,순매수_기타금융,매도_연기금 등,매수_연기금 등,순매수_연기금 등,매도_기관합계,매수_기관합계,순매수_기관합계,매도_기타법인,매수_기타법인,순매수_기타법인,매도_개인,매수_개인,순매수_개인,매도_외국인,매수_외국인,순매수_외국인,매도_기타외국인,매수_기타외국인,순매수_기타외국인,매도_전체,매수_전체,순매수_전체,kalman_ma,target,r
2020-08-20,2339.91,2357.08,2270.85,2274.22,903743682,1546235567296680,32273268,21058005,-11215263,6484165,2654760,-3829405,5855721,3151725,-2703996,2683709,1096102,-1587607,221591,234102,12511,148082,110336,-37746,22010267,18801874,-3208393,69676803,47106904,-22569899,4312586,6277076,1964490,729763003,766855749,37092746,98274575,80956148,-17318427,1716715,2547805,831090,903743682,903743682,0,2318.0347687485037,1.0,-0.03725326995190239
2020-08-21,2306.16,2329.34,2280.97,2304.59,865735547,1566780398603402,17912103,18242626,330523,2918931,1808683,-1110248,5730692,2963079,-2767613,3980135,1298594,-2681541,263074,123352,-139722,334286,77449,-256837,18883860,16404008,-2479852,50023081,40917791,-9105290,4222133,4571934,349801,739710622,743237963,3527341,70175188,75742094,5566906,1604523,1265765,-338758,865735547,865735547,0,2316.755836170364,1.0,0.013265649969463274
2020-08-24,2309.38,2332.33,2283.48,2329.83,649276997,1583436465121661,15197683,14688065,-509618,1923018,1428937,-494081,4312500,3149989,-1162511,2730662,1859329,-871333,203064,112373,-90691,112710,108555,-4155,17404393,15530187,-1874206,41884030,36877435,-5006595,2587985,4369698,1781713,545783059,545912525,129466,57907496,61027627,3120131,1114427,1089712,-24715,649276997,649276997,0,2317.999514984514,1.0,0.010892517101836445
2020-08-25,2352.15,2369.78,2340.97,2366.73,771584899,1608120252926561,18677371,15571702,-3105669,2503722,2004530,-499192,4288938,3912525,-376413,3110924,1859864,-1251060,439557,76763,-362794,91665,94220,2555,14858305,15780281,921976,43970482,39299885,-4670597,3819705,3958225,138520,660792704,646721707,-14070997,61626469,80194441,18567972,1375539,1410641,35102,771584899,771584899,0,2322.6349985692946,1.0,0.015713952042074656
2020-08-26,2367.74,2374.68,2336.98,2369.32,956477600,1610120509376745,27325752,13145207,-14180545,1484171,986115,-498056,4400203,3038190,-1362013,2749070,1157789,-1591281,103859,73266,-30593,45826,83680,37854,17409891,15046707,-2363184,53518772,33530954,-19987818,3905960,3988434,82474,814279846,845874751,31594905,83161800,71107041,-12054759,1611222,1976420,365198,956477600,956477600,0,2327.075905687677,1.0,0.0010937385619635164
2020-08-27,2371.95,2373.36,2344.38,2344.45,913917009,1593246017303196,20846292,12634228,-8212064,2044303,803612,-1240691,5121264,2747155,-2374109,3950393,1161050,-2789343,71635,55242,-16393,465528,79519,-386009,16370539,13519580,-2850959,48869954,31000386,-17869568,3246315,3831069,584754,775473470,809890999,34417529,84635643,67417717,-17217926,1691627,1776838,85211,913917009,913917009,0,2328.7286150534796,1.0,-0.010552161335206289
2020-08-28,2362.22,2379.26,2345.28,2353.8,1297312453,1599550088938588,16953300,20661807,3708507,2750050,1294624,-1455426,4846959,2801313,-2045646,1611383,1873864,262481,288535,51058,-237477,559511,74949,-484562,14533260,15227029,693769,41542998,41984644,441646,9323361,5114137,-4209224,1163882534,1155104276,-8778258,80158229,92677350,12519121,2405331,2432046,26715,1297312453,1297312453,0,2331.11352859026,1.0,0.003980210650184783
2020-08-31,2377.09,2381.5,2326.06,2326.17,1647817574,1581099787409825,23245429,24587239,1341810,1414463,1548836,134373,5645227,6464310,819083,2644263,1785765,-858498,547003,166491,-380512,105146,192779,87633,18251741,18303084,51343,51853272,53048504,1195232,5000453,10153495,5153042,1434224724,1454246593,20021869,154301983,127779358,-26522625,2437142,2589624,152482,1647817574,1647817574,0,2330.643275818843,1.0,-0.011807905191297504
2020-09-01,2340.19,2355.9,2331.23,2349.55,1085245170,1596297722994903,18351484,19408493,1057009,1187105,1269438,82333,5866961,3617444,-2249517,2143240,1733744,-409496,744640,67719,-676921,253648,244076,-9572,16094643,16245315,150672,44641721,42586229,-2055492,3853827,4232851,379024,947851352,949952188,2100836,86759744,86309543,-450201,2138526,2164359,25833,1085245170,1085245170,0,2332.441776481331,1.0,0.010000682187809359
2020-09-02,2363.43,2369.57,2341.29,2364.37,1429273398,1605940739103531,17279557,18214875,935318,1241555,1539605,298050,4074963,3325817,-749146,2067059,999786,-1067273,162271,80652,-81619,233105,261255,28150,13233147,13218268,-14879,38291657,37640258,-651399,6121857,5229265,-892592,1287213794,1297585527,10371733,94268674,85259330,-9009344,3377416,3559018,181602,1429273398,1429273398,0,2335.478946252265,1.0,0.006287781221219454
2020-09-03,2383.26,2401.78,2382.23,2395.9,981546067,1627702404391316,19737826,18201706,-1536120,1502134,1361836,-140298,5132129,3431102,-1701027,2007076,1935206,-71870,651034,69379,-581655,71295,234352,163057,16695847,14822529,-1873318,45797341,40056110,-5741231,4813441,5462523,649082,853586778,856137669,2550891,75569034,77766239,2197205,1779473,2123526,344053,981546067,981546067,0,2341.2264942755146,1.0,0.013247341476020854
2020-09-04,2332.68,2371.02,2332.68,2368.25,1351039363,1609097990279875,24460505,14401127,-10059378,2206918,1701149,-505769,4983991,5802623,818632,3290016,2573406,-716610,371031,133836,-237195,159617,296171,136554,18193078,16473576,-1719502,53665156,41381888,-12283268,6294800,6190867,-103933,1184171861,1214513493,30341632,104064383,86022276,-18042107,2843163,2930839,87676,1351039363,1351039363,0,2343.7971031489797,1.0,-0.011607657381670518
2020-09-07,2369.85,2387.49,2362.42,2384.22,1197385474,1620531147584954,17849166,17990679,141513,2700194,1732082,-968112,4646038,4712364,66326,1784073,2327510,543437,646145,235076,-411069,154540,284413,129873,17096185,13000140,-4096045,44876341,40282264,-4594077,5913387,6089054,175667,1065234462,1054222013,-11012449,78297085,94104968,15807883,3064199,2687175,-377024,1197385474,1197385474,0,2347.6423280578356,1.0,0.006720741051080294
2020-09-08,2402.66,2407.56,2391.43,2401.91,979357221,1633223139885418,19690972,18451942,-1239030,2084247,1273640,-810607,6547254,4542452,-2004802,3246707,3786273,539566,69549,252839,183290,71923,279093,207170,16595635,15897106,-698529,48306287,44483345,-3822942,6104024,5434622,-669402,841044404,855335641,14291237,82299832,72084844,-10214988,1602674,2018769,416095,979357221,979357221,0,2352.8045361169634,1.0,0.0073922273552124
2020-09-09,2372.53,2388.85,2369.12,2375.81,946247432,1615470588593288,18563729,16673329,-1890400,1132577,1097585,-34992,5685118,3239654,-2445464,4976003,3825872,-1150131,646810,278699,-368111,77887,168485,90598,18336300,15599199,-2737101,49418424,40882823,-8535601,5531537,4778842,-752695,803287596,818036397,14748801,86302256,80877498,-5424758,1707619,1671872,-35747,946247432,946247432,0,2354.9929290737787,1.0,-0.010925822206844904
2020-09-10,2404.83,2406.68,2388.56,2396.48,1064574011,1630210829012952,27379219,23810943,-3568276,1905287,1763783,-141504,8517936,7413567,-1104369,2592429,2001915,-590514,81287,207082,125795,66206,164136,97930,23005146,16807043,-6198103,63547510,52168469,-11379041,4124560,4519808,395248,918191961,922072167,3880206,75795915,82754231,6958316,2914065,3059336,145271,1064574011,1064574011,0,2358.939383458503,1.0,0.008662562105910428
2020-09-11,2389.76,2397.56,2374.0,2396.69,882880372,1630532301019895,15026488,12169330,-2857158,1141536,1006347,-135189,4493195,2790168,-1703027,2631130,1330250,-1300880,52269,30725,-21544,410081,197906,-212175,12256437,10500273,-1756164,36011136,28024999,-7986137,4754814,3486877,-1267937,769838386,787841213,18002827,70463857,62094670,-8369187,1812179,1432613,-379566,882880372,882880372,0,2362.5304079114267,1.0,8.762468267744256e-05
2020-09-14,2418.33,2429.07,2410.79,2427.91,963082613,1652166907017391,13647720,16022703,2374983,1018359,1528628,510269,5119299,3834005,-1285294,2695565,1503119,-1192446,82769,73602,-9167,274635,173076,-101559,13554190,12160789,-1393401,36392537,35295922,-1096615,5169143,5117698,-51445,856099403,842022537,-14076866,63292582,78621262,15328680,2128948,2025194,-103754,963082613,963082613,0,2368.749636507446,1.0,0.012942186203385834
2020-09-15,2434.59,2444.57,2423.79,2443.58,849968969,1662644696534407,15484338,12175286,-3309052,1852563,1160853,-691710,5261898,2931633,-2330265,2145892,1445790,-700102,197259,332109,134850,92302,146111,53809,12744251,11246842,-1497409,37778503,29438624,-8339879,3362783,3555728,192945,734948108,750905689,15957581,72148453,64548279,-7600174,1731122,1520649,-210473,849968969,849968969,0,2375.8678689958497,-1.0,0.0064333721494470066
2020-09-16,2442.72,2450.53,2429.94,2435.92,772938451,1657263234612989,13636044,12412225,-1223819,1621258,1234654,-386604,5652675,3239083,-2413592,2637392,1098322,-1539070,123869,38395,-85474,119283,149081,29798,12150030,11766967,-383063,35940551,29938727,-6001824,8013126,3801147,-4211979,656061692,664359677,8297985,71555721,73327791,1772070,1367361,1511109,143748,772938451,772938451,0,2381.580323271902,-1.0,-0.003139668528489121
2020-09-17,2430.77,2437.02,2398.69,2406.17,853740333,1636916706307134,18681586,15107511,-3574075,986688,909377,-77311,4489491,3023407,-1466084,2626379,1369582,-1256797,147408,119571,-27837,211644,198582,-13062,14889371,13752094,-1137277,42032567,34480124,-7552443,4728925,4296145,-432780,718006274,741302351,23296077,87307821,71980694,-15327127,1664746,1681019,16273,853740333,853740333,0,2383.9194143519917,-1.0,-0.012288236837861354
2020-09-18,2413.53,2417.81,2396.33,2412.4,756516872,1640898100271018,11728392,13681901,1953509,1132358,828842,-303516,3450794,2949808,-500986,1831996,738052,-1093944,213815,44547,-169268,81806,73172,-8634,13489375,12282606,-1206769,31928536,30598928,-1329608,2695183,3788744,1093561,633953668,643201087,9247419,86638166,77418707,-9219459,1301319,1509406,208087,756516872,756516872,0,2386.6286278394896,-1.0,0.0025858308466697364
2020-09-21,2412.44,2427.17,2379.38,2389.39,1041993131,1625769302772281,12506709,14829922,2323213,1073396,983997,-89399,4121095,3715035,-406060,1876285,1535230,-341055,273443,50328,-223115,112392,272911,160519,15452760,13594070,-1858690,35416080,34981493,-434587,6455444,4108738,-2346706,911912266,928106435,16194169,86445445,73215308,-13230137,1763896,1581157,-182739,1041993131,1041993131,0,2386.891303150795,-1.0,-0.009583999353550145
2020-09-22,2388.14,2388.49,2323.58,2332.59,1051028207,1587733595560952,23879448,13595065,-10284383,1638770,1147904,-490866,4612484,2728573,-1883911,2603863,1509737,-1094126,359987,103860,-256127,288566,447835,159269,17651946,12668508,-4983438,51035064,32201482,-18833582,6742260,4957982,-1784278,900485518,932451845,31966327,90773437,79061141,-11712296,1991928,2355757,363829,1051028207,1051028207,0,2381.7258959255705,-1.0,-0.0240588650371695
2020-09-23,2352.56,2354.46,2287.44,2333.24,735041523,1587924102514894,21370806,16046404,-5324402,1095778,1503344,407566,3110920,3092025,-18895,1962402,1495848,-466554,445190,103619,-341571,72436,522139,449703,16646762,15935832,-710930,44704294,38699211,-6005083,2593483,4013258,1419775,607715232,617031162,9315930,78333165,73720336,-4612829,1695349,1577556,-117793,735041523,735041523,0,2377.1136788588838,-1.0,0.0002786213832072044
2020-09-24,2295.62,2309.74,2268.88,2272.7,714881419,1547321102894255,16780217,15538533,-1241684,983048,1717628,734580,3274021,3287318,13297,1706918,1414938,-291980,235111,201325,-33786,125127,415203,290076,15946632,14337923,-1608709,39051074,36912868,-2138206,3094490,4086130,991640,581273441,600116757,18843316,89841714,72152019,-17689695,1620700,1613645,-7055,714881419,714881419,0,2367.18133580457,-1.0,-0.02628930758935269
2020-09-25,2295.19,2296.36,2267.63,2278.79,697961594,1551915293505294,12656372,13110497,454125,1282187,941931,-340256,2631994,2677382,45388,1591614,1017846,-573768,224634,45355,-179279,50219,271787,221568,10490964,9788245,-702719,28927984,27853043,-1074941,3307692,3429245,121553,588009898,594727016,6717118,76614397,70905594,-5708803,1101623,1046696,-54927,697961594,697961594,0,2358.773116883115,1.0,0.0026760483421149725
2020-09-28,2301.16,2314.81,2291.32,2308.08,605977250,1571128314429551,9322124,12085503,2763379,1042799,971099,-71700,1592723,2403288,810565,1554808,981603,-573205,138736,39527,-99209,89365,260339,170974,9823487,9808030,-15457,23564042,26549389,2985347,2806275,4670508,1864233,520496599,508988794,-11507805,57831164,64475021,6643857,1279170,1293538,14368,605977250,605977250,0,2353.950938095066,1.0,0.012771409750254476
2020-09-29,2331.51,2339.83,2320.04,2327.89,646218105,1584465079441896,8662973,11988834,3325861,2511390,3325322,813932,1874262,2526049,651787,2138636,1236539,-902097,168115,32530,-135585,127983,343963,215980,12002198,10483895,-1518303,27485557,29937132,2451575,3795631,5972635,2177004,540045000,526946845,-13098155,73459819,82182019,8722200,1432098,1179474,-252624,646218105,646218105,0,2351.4718933922422,1.0,0.00854626780352874
2020-10-05,2330.55,2364.73,2327.83,2358.0,763618171,1604627371598546,14391370,18451807,4060437,1257284,1994217,736933,2078741,3910338,1831597,1954860,2097124,142264,183697,141087,-42610,182407,360513,178106,11586118,12432219,846101,31634477,39387305,7752828,3143031,2500949,-642082,651556350,641495540,-10060810,75653846,78497297,2843451,1630467,1737080,106613,763618171,763618171,0,2352.092879023933,1.0,0.012851524221451355
2020-10-06,2369.17,2378.28,2355.39,2365.9,861754649,1609944298087034,14807265,13396219,-1411046,1764502,1635505,-128997,3247848,3542093,294245,2219151,2614631,395480,170111,67956,-102155,55338,310044,254706,13330457,11775972,-1554485,35594672,33342420,-2252252,3858103,2680245,-1177858,743921411,751954453,8033042,76850404,72231091,-4619313,1530059,1546440,16381,861754649,861754649,0,2353.4062803294464,1.0,0.003344697120926843
2020-10-07,2350.82,2387.45,2347.82,2386.94,737994343,1624292281536511,13509432,18384236,4874804,1396232,1955610,559378,2637399,3255172,617773,1403848,1295567,-108281,138877,62359,-76518,44902,293673,248771,9839881,9789475,-50406,28970571,35036092,6065521,2676336,2390065,-286271,646258883,635965248,-10293635,58771986,63355103,4583117,1316567,1247835,-68732,737994343,737994343,0,2356.5961727965555,1.0,0.00885371165050036
2020-10-08,2408.49,2409.01,2383.82,2391.96,961726151,1628133500468590,30028979,18130904,-11898075,1424619,2159177,734558,4954899,6294745,1339846,1705747,2013602,307855,196759,56672,-140087,120855,456096,335241,19491285,17381252,-2110033,57923143,46492448,-11430695,3251544,3851488,599944,832895827,830798070,-2097757,65729512,78870384,13140872,1926125,1713761,-212364,961726151,961726151,0,2359.9601540999324,1.0,0.002100902653931376
2020-10-12,2404.18,2409.42,2393.74,2403.73,843574320,1636302268568863,12043590,12526257,482667,1472937,1839498,366561,3444798,3629747,184949,1784524,1605584,-178940,313468,192668,-120800,124905,229289,104384,12423833,12485409,61576,31608055,32508452,900397,5438100,5430048,-8052,733416493,737817079,4400586,71518882,66287661,-5231221,1592790,1531080,-61710,843574320,843574320,0,2364.123757275925,-1.0,0.004908584012887412
2020-10-13,2416.85,2418.89,2385.87,2403.15,724920330,1636705769564671,14747259,12485539,-2261720,1175613,1407506,231893,2571385,2737740,166355,1546092,1202395,-343697,248816,217523,-31293,91627,334260,242633,15372849,15698077,325228,35753641,34083040,-1670601,2445492,2837314,391822,630203561,630790351,586790,55186859,55698446,511587,1330777,1511179,180402,724920330,724920330,0,2367.836125569933,-1.0,-0.00024132077472899
2020-10-14,2403.74,2405.56,2375.54,2380.48,901176740,1621936204288970,13201264,10928014,-2273250,1323409,1334208,10799,3264557,2455766,-808791,2069425,1247710,-821715,183649,134763,-48886,153045,384302,231257,13433550,10432823,-3000727,33628899,26917586,-6711313,3544407,3476645,-67762,784891801,799050422,14158621,77288111,69980872,-7307239,1823522,1751215,-72307,901176740,901176740,0,2369.0388731385233,-1.0,-0.00947822875785649
2020-10-15,2375.91,2376.73,2348.74,2361.21,1165501314,1617478082483597,13776456,13444104,-332352,1004470,1440396,435926,2427689,2471859,44170,1496002,1307069,-188933,130512,40681,-89831,230783,287645,56862,13973602,12260256,-1713346,33039514,31252010,-1787504,7350092,5499160,-1850932,1042358288,1051294212,8935924,80612276,75257910,-5354366,2141144,2198022,56878,1165501314,1165501314,0,2368.2941521920884,-1.0,-0.008127948510733066
2020-10-16,2363.88,2370.73,2325.03,2341.53,920205454,1604041752351323,13039023,14068720,1029697,1833436,1756163,-77273,4894005,2918905,-1975100,1963270,1732416,-230854,144970,61094,-83876,118386,347774,229388,17230274,12844431,-4385843,39223364,33729503,-5493861,4528225,4651491,123266,797623968,814173398,16549430,77181781,66128964,-11052817,1648116,1522098,-126018,920205454,920205454,0,2365.7482143031557,-1.0,-0.008369637650915859
2020-10-19,2352.92,2364.25,2344.77,2346.74,931645042,1607299315745084,11377972,20212849,8834877,1487594,1895312,407718,2849512,5256566,2407054,1743251,1696511,-46740,137980,110284,-27696,203826,135225,-68601,18059878,17602173,-457705,35860013,46908920,11048907,3713936,5299547,1585611,830792472,809197598,-21594874,58761138,68273362,9512224,2517483,1965615,-551868,931645042,931645042,0,2363.9400594007316,-1.0,0.0022225691543796672
2020-10-20,2333.56,2358.41,2322.06,2358.41,874293348,1616230745099862,14912588,17336302,2423714,1885994,1843509,-42485,2779154,2569868,-209286,1967041,1501915,-465126,212499,118159,-94340,244717,110354,-134363,13062701,13775398,712697,35064694,37255505,2190811,4131044,3635081,-495963,761370295,766999903,5629608,71981530,64782048,-7199482,1745785,1620811,-124974,874293348,874293348,0,2363.414012931734,-1.0,0.004960532153142952
2020-10-21,2363.03,2371.74,2356.32,2370.86,812837069,1624489276959617,11692963,15731119,4038156,1505694,2450112,944418,2912467,4367309,1454842,930989,1286850,355861,110070,71060,-39010,97760,149798,52038,14706365,14339666,-366699,31956308,38395914,6439606,3829799,3654087,-175712,717214453,699275919,-17938534,58427403,70069256,11641853,1409106,1441893,32787,812837069,812837069,0,2364.122311870611,-1.0,0.005265095357533932
2020-10-22,2355.61,2360.22,2339.73,2355.05,815612184,1614311508932465,12638531,13082226,443695,1290120,2520913,1230793,3838967,3826419,-12548,1563312,984269,-579043,289983,100079,-189904,93351,127987,34636,10423144,12664690,2241546,30137408,33306583,3169175,4847076,4490527,-356549,703543181,700962698,-2580483,75660307,75248097,-412210,1424212,1604279,180067,815612184,815612184,0,2363.259308911809,-1.0,-0.006690799858744023
2020-10-23,2364.84,2368.57,2344.49,2360.81,890384626,1618108162219142,14053385,14494134,440749,2308383,4019163,1710780,2656182,4697762,2041580,2032238,2778523,746285,124766,66794,-57972,208266,138948,-69318,10261610,13804883,3543273,31644830,40000207,8355377,7287182,4742205,-2544977,781315655,779181897,-2133758,68309723,64928680,-3381043,1827236,1531637,-295599,890384626,890384626,0,2363.0263185926865,-1.0,0.0024428218243717882
2020-10-26,2366.5,2374.5,2342.58,2343.91,822267739,1607185398283116,13370810,14506048,1135238,1897252,2292772,395520,4462774,4533340,70566,1928932,1698606,-230326,119282,236362,117080,302337,156585,-145752,12724277,15041977,2317700,34805664,38465690,3660026,4312643,3726702,-585941,712027688,718169855,6142167,69207097,60130136,-9076961,1914647,1775356,-139291,822267739,822267739,0,2361.2078802781557,-1.0,-0.007184305416687212
2020-10-27,2328.66,2349.33,2321.23,2330.84,666941810,1598388909961950,17869013,12868730,-5000283,2592046,1891659,-700387,4533562,4199176,-334386,1917097,1684673,-232424,113071,147237,34166,141000,134725,-6275,14657318,14391045,-266273,41823107,35317245,-6505862,6250673,7128566,877893,543050441,546983975,3933534,74563418,76308636,1745218,1254171,1203388,-50783,666941810,666941810,0,2358.319138036226,-1.0,-0.005591757444044881
2020-10-28,2324.18,2345.46,2316.47,2345.26,705770290,1607471156017429,12978804,9693793,-3285011,2744983,1641990,-1102993,3284529,3539464,254935,794179,1348378,554199,46044,89353,43309,102467,90166,-12301,11804736,12441855,637119,31755742,28844999,-2910743,2912446,3007844,95398,620589415,613474089,-7115326,49199576,59097560,9897984,1313111,1345798,32687,705770290,705770290,0,2357.0768885495017,1.0,0.006167552323436559
2020-10-29,2312.34,2330.17,2299.91,2326.67,509768187,1594058108729745,19722534,11826280,-7896254,1855619,1800178,-55441,4281776,2784693,-1497083,2279043,1232805,-1046238,62396,133188,70792,90323,73896,-16427,12781174,10732096,-2049078,41072865,28583136,-12489729,3846119,4443625,597506,387496796,418138983,30642187,76552947,57451335,-19101612,799460,1151108,351648,509768187,509768187,0,2354.1844356488036,1.0,-0.007958209182677712
2020-10-30,2319.56,2320.2,2266.93,2267.15,795585220,1553004436321479,20824635,15967917,-4856718,1164329,861987,-302342,3846292,3616599,-229693,2219300,1463424,-755876,68133,93626,25493,46978,50843,3865,11464825,12679699,1214874,39634492,34734095,-4900397,12868536,5002970,-7865566,650517203,689139251,38622048,90960684,65188686,-25771998,1604305,1520218,-84087,795585220,795585220,0,2345.90529174879,1.0,-0.025914524693246538
2020-11-02,2276.61,2302.64,2267.95,2300.16,678501162,1575793149855746,13053517,12441222,-612295,894459,1282724,388265,3599317,3521662,-77655,2175006,1038558,-1136448,42459,87514,45055,86631,109017,22386,12742842,16297804,3554962,32594231,34778501,2184270,4545064,3495605,-1049459,588466493,580014235,-8452258,51684392,58943045,7258653,1210982,1269776,58794,678501162,678501162,0,2341.553774440577,1.0,0.014455149656292635
2020-11-03,2315.81,2344.77,2315.3,2343.31,887445456,1605475497111717,9461366,16334011,6872645,1384833,3064917,1680084,2716279,3422035,705756,906096,1237779,331683,87726,50655,-37071,71198,144937,73739,10917100,14852536,3935436,25544598,39106870,13562272,6906231,5352685,-1553546,793661160,778705372,-14955788,59745196,62874355,3129159,1588271,1406174,-182097,887445456,887445456,0,2341.720835259883,1.0,0.018585774046194693
2020-11-04,2361.32,2371.14,2339.95,2357.32,986786300,1614836760091792,18020680,25569118,7548438,3507777,1307580,-2200197,6569240,3547601,-3021639,1467816,1087475,-380341,179079,264932,85853,113545,343409,229864,19325459,17489318,-1836141,49183596,49609433,425837,5960431,4361664,-1598767,846375581,855751070,9375489,83485422,75303139,-8182283,1781270,1760994,-20276,986786300,986786300,0,2343.204704588623,1.0,0.005960920763497045
2020-11-05,2373.41,2413.79,2370.85,2413.79,702037484,1653392888446002,15781511,22616109,6834598,2110883,1102600,-1008283,5577946,3976850,-1601096,2179420,2498878,319458,73722,207548,133826,63738,300017,236279,14279805,13360820,-918985,40067025,44062822,3995797,5855661,4458296,-1397365,605984774,579998188,-25986586,48828993,72354234,23525241,1301031,1163944,-137087,702037484,702037484,0,2349.919125307036,1.0,0.023672745805133216
2020-11-06,2421.79,2431.11,2404.97,2416.5,825568502,1655495906955745,12191616,13053165,861549,2254472,683947,-1570525,4427738,3192207,-1235531,1473867,1059743,-414124,153332,108878,-44454,82044,200720,118676,16518020,14483464,-2034556,37101089,32782124,-4318965,2765083,3984450,1219367,716928960,712716110,-4212850,67273781,74655393,7381612,1499589,1430425,-69164,825568502,825568502,0,2356.2526258170656,1.0,0.0011220859552290247
2020-11-09,2438.63,2459.15,2434.52,2447.2,1354862753,1676944568916187,13407678,24499855,11092177,2372539,2153381,-219158,6301106,6399837,98731,1800102,3022318,1222216,107051,64892,-42159,228188,129770,-98418,16161822,13182924,-2978898,40378486,49452977,9074491,7245861,5729919,-1515942,1227803090,1198757989,-29045101,76413265,98024400,21611135,3022051,2897468,-124583,1354862753,1354862753,0,2364.9039876898214,1.0,0.012624301551554907
2020-11-10,2453.95,2457.94,2435.59,2452.83,1464168039,1681030953363295,21760772,18906330,-2854442,2180372,3894652,1714280,6414265,7671826,1257561,2672147,4189272,1517125,272906,176233,-96673,256008,307163,51155,22088537,29412751,7324214,55645007,64558227,8913220,12685317,6037128,-6648189,1290400205,1279198932,-11201273,102875813,111551815,8676002,2561697,2821937,260240,1464168039,1464168039,0,2373.2679427501807,1.0,0.002297946125824184
2020-11-11,2459.5,2488.04,2459.5,2485.87,1272038626,1703946066895422,14180301,24437445,10257144,1936554,3539348,1602794,5784118,6371287,587169,2759685,3785095,1025410,219801,276221,56420,226677,387872,161195,18618467,23704023,5085556,43725603,62501291,18775688,6320124,6204281,-115843,1124669511,1082559872,-42109639,94538473,118584944,24046471,2784915,2188238,-596677,1272038626,1272038626,0,2383.9792046600132,1.0,0.013380238900916889
2020-11-12,2482.68,2488.79,2467.04,2475.62,1278691998,1698329618456244,29413802,17994534,-11419268,1781792,1909576,127784,5387466,4064313,-1323153,4468569,1671456,-2797113,202923,190684,-12239,252634,114231,-138403,24360012,22057933,-2302079,65867198,48002727,-17864471,5216824,5147312,-69512,1108046028,1123830446,15784418,97190599,99367089,2176490,2371349,2344424,-26925,1278691998,1278691998,0,2392.696528166228,1.0,-0.004131829181290219
2020-11-13,2470.12,2495.77,2460.96,2493.87,1072383498,1710439788437341,14650776,15014444,363668,2511014,1593432,-917582,5069158,4013219,-1055939,2519558,2312750,-206808,231100,285592,54492,309936,82183,-227753,21174195,20140548,-1033647,46465737,43442168,-3023569,6240422,6737032,496610,925561786,939564524,14002738,91817201,80636845,-11180356,2298352,2002929,-295423,1072383498,1072383498,0,2402.320646780103,1.0,0.007344851099036394
2020-11-16,2507.46,2546.37,2507.46,2543.03,1239135119,1744282188041007,14711490,15816167,1104677,3614841,2466869,-1147972,8093566,5674706,-2418860,3335029,2580450,-754579,416827,172374,-244453,492255,145011,-347244,28451456,25336717,-3114739,59115464,52192294,-6923170,8662034,5570905,-3091129,1090090251,1079589665,-10500586,78770754,99704825,20934071,2496616,2077430,-419186,1239135119,1239135119,0,2415.705613025947,1.0,0.019520562661404738
2020-11-17,2544.12,2556.09,2533.34,2539.15,1267494728,1742186196159940,15872278,36310993,20438715,2751632,1339949,-1411683,6535532,3089919,-3445613,2975747,1723646,-1252101,315369,88719,-226650,190781,267844,77063,25245734,22883232,-2362502,53887073,65704302,11817229,31077563,6117484,-24960079,1085821985,1099566450,13744465,94367523,93922392,-445131,2340584,2184100,-156484,1267494728,1267494728,0,2427.4482507047974,1.0,-0.001526904105651986
2020-11-18,2548.85,2553.95,2536.78,2545.64,923504383,1746416815167178,27921098,12615881,-15305217,2180413,976689,-1203724,6480574,2415150,-4065424,2680986,884853,-1796133,173293,108047,-65246,153273,138539,-14734,20747494,20518598,-228896,60337131,37657757,-22679374,4758566,3733914,-1024652,786630185,802415383,15785198,70064471,78103050,8038579,1714030,1594279,-119751,923504383,923504383,0,2438.6912316342973,1.0,0.002552712510941048
2020-11-19,2536.89,2548.95,2529.53,2547.42,976483462,1747598155153766,18161570,9951386,-8210184,2190712,907755,-1282957,5425725,2802886,-2622839,2704201,1050561,-1653640,82620,50944,-31676,110515,100252,-10263,16607371,13905718,-2701653,45282714,28769502,-16513212,4539667,3918375,-621292,846180972,870783624,24602652,78492842,71013708,-7479134,1987267,1998253,10986,976483462,976483462,0,2449.0340472412513,1.0,0.0006989904193055395
2020-11-20,2544.06,2558.21,2539.79,2553.5,1129500879,1752065079766571,14982173,10592089,-4390084,1824591,788914,-1035677,6873361,3471192,-3402169,2172114,1253574,-918540,210160,67910,-142250,172043,123076,-48967,13721731,13499863,-221868,39956173,29796618,-10159555,5799553,3891437,-1908116,1015193944,1015294950,101006,66607217,78461696,11854479,1943992,2056178,112186,1129500879,1129500879,0,2458.9713628462105,1.0,0.002383884820518411
2020-11-23,2560.04,2605.58,2553.7,2602.59,1649443107,1786992047787319,16122039,14146020,-1976019,3120996,1243469,-1877527,5183913,5208792,24879,1969765,2089756,119991,172220,100007,-72213,198775,76012,-122763,19914181,18148421,-1765760,46681889,41012477,-5669412,7752106,7178925,-573181,1489354097,1483230336,-6123761,101482983,113757394,12274411,4172032,4263975,91943,1649443107,1649443107,0,2472.633074499262,1.0,0.01904213593604218
