Date,Open,High,Low,Close,Volume,MarCap,매도_금융투자,매수_금융투자,순매수_금융투자,매도_보험,매수_보험,순매수_보험,매도_투신,매수_투신,순매수_투신,매도_사모,매수_사모,순매수_사모,매도_은행,매수_은행,순매수_은행,매도_기타금융,매수_기타금융,순매수_기타금융,매도_연기금 등,매수_연기금 등,순매수_연기금 등,매도_기관합계,매수_기관합계,순매수_기관합계,매도_기타법인,매수_기타법인,순매수_기타법인,매도_개인,매수_개인,순매수_개인,매도_외국인,매수_외국인,순매수_외국인,매도_기타외국인,매수_기타외국인,순매수_기타외국인,매도_전체,매수_전체,순매수_전체,kalman_ma,target,r
2014-03-03,1967.9,1969.16,1955.11,1964.69,222621540,1164446936140859,4971431,3674562,-1296869,2631170,2577015,-54155,5153941,4563927,-590014,2101891,1565037,-536854,340175,366691,26516,136056,84653,-51403,3503658,3947524,443866,18838322,16779409,-2058913,1087142,1448439,361297,177896833,183712208,5815375,24301214,20190173,-4111041,498029,491311,-6718,222621540,222621540,0,1945.108471095354,1.0,-0.007757322127210574
2014-03-04,1954.58,1963.56,1952.61,1954.11,200370101,1158112096809428,3645467,3713392,67925,2262666,2430799,168133,4774181,4803723,29542,1636689,1225418,-411271,442522,449533,7011,270143,219388,-50755,4356114,5665178,1309064,17387782,18507431,1119649,1358535,1339459,-19076,161254048,162145093,891045,19979124,18041221,-1937903,390612,336897,-53715,200370101,200370101,0,1945.965073269052,1.0,-0.005399625245391117
2014-03-05,1973.28,1977.3,1970.28,1971.24,197699285,1168716655056401,4048724,4900013,851289,2375926,2634355,258429,4953584,5878019,924435,1773451,1687518,-85933,620626,518352,-102274,433970,334128,-99842,4422406,6303021,1880615,18628687,22255406,3626719,1511820,2037354,525534,157154533,151723662,-5430871,20034288,21369935,1335647,369957,312928,-57029,197699285,197699285,0,1948.3701129748943,-1.0,0.00872793954293389
2014-03-06,1973.67,1975.62,1968.17,1975.62,193740176,1171515309004654,3793259,3956394,163135,2283113,2535696,252583,5960701,6541375,580674,1044350,1302310,257960,644835,358124,-286711,263269,383230,119961,4072888,5488912,1416024,18062415,20566041,2503626,3132160,2140533,-991627,150348557,148145516,-2203041,21779230,22569615,790385,417814,318471,-99343,193740176,193740176,0,1950.9629310174423,-1.0,0.002219486780901292
2014-03-07,1979.7,1983.53,1968.66,1974.68,231557237,1171060533144157,3586232,4040200,453968,2641596,3240956,599360,4623813,6468556,1844743,1480121,2569781,1089660,4982629,1086452,-3896177,423582,388467,-35115,4508087,6685331,2177244,22246060,24479743,2233683,2507480,2696833,189353,187369995,183002721,-4367274,19093294,20954622,1861328,340408,423318,82910,231557237,231557237,0,1953.2194961404236,-1.0,-0.0004759132307631727
2014-03-10,1967.63,1967.66,1951.96,1954.42,214944284,1159472445620989,4957687,3914211,-1043476,3045944,2597904,-448040,5975523,7588043,1612520,1301200,2012539,711339,637838,909734,271896,301385,160422,-140963,4273123,6045418,1772295,20492700,23228271,2735571,5186637,2124581,-3062056,167949321,173134908,5185587,20934391,16121243,-4813148,381235,335281,-45954,214944284,214944284,0,1953.3337139025798,-1.0,-0.010312885680387388
2014-03-11,1957.22,1963.87,1951.2,1963.87,247468004,1164815467875309,3837210,4029193,191983,3804816,3701682,-103134,5853754,6759214,905460,1692833,1335806,-357027,550999,481711,-69288,187330,220388,33058,4859340,6022719,1163379,20786282,22550713,1764431,2037756,1805404,-232352,203385181,201731405,-1653776,20692375,20949938,257563,566410,430544,-135866,247468004,247468004,0,1954.3361204875284,-1.0,0.004823542066772674
2014-03-12,1957.67,1958.09,1930.48,1932.54,329923547,1146460580210853,6588397,7599838,1011441,3966236,3325850,-640386,6223686,5171342,-1052344,2816527,3527233,710706,540295,957458,417163,238974,133410,-105564,7537596,8367963,830367,27911711,29083094,1171383,11951215,2967613,-8983602,257433637,272627659,15194022,31770701,24218292,-7552409,856283,1026889,170606,329923547,329923547,0,1952.2625236873535,-1.0,-0.016081816453294914
2014-03-13,1940.35,1946.28,1931.75,1934.38,259619849,1147366863530616,5901313,6934734,1033421,2884637,3750337,865700,6838476,7195539,357063,1578748,2366165,787417,735437,572083,-163354,511005,609077,98072,5674772,8075068,2400296,24124388,29503003,5378615,1929019,1507006,-422013,201793859,202927039,1133180,31106606,25179457,-5927149,665977,503344,-162633,259619849,259619849,0,1950.5612870854584,-1.0,0.0009516618594995882
2014-03-14,1916.07,1927.89,1913.64,1919.9,254025556,1138300480270649,5680657,5602901,-77756,4012704,3793863,-218841,5093067,7677718,2584651,1850849,2435356,584507,635945,1093853,457908,146823,184482,37659,4458655,6199305,1740650,21878700,26987478,5108778,1823379,2122312,298933,200274396,203017976,2743580,29538238,21171358,-8366880,510843,726432,215589,254025556,254025556,0,1947.6444058048837,-1.0,-0.007513760351726813
2014-03-17,1921.15,1928.43,1919.61,1927.53,214929875,1142264281060870,4002235,3597387,-404848,2643936,2931564,287628,4994173,6237836,1243663,1412215,2073082,660867,984343,672616,-311727,181242,177121,-4121,5546589,6256392,709803,19764733,21945998,2181265,1676823,2108441,431618,168812507,173025678,4213171,24105893,17218957,-6886936,569919,630801,60882,214929875,214929875,0,1945.730901656274,-1.0,0.003966289186588275
2014-03-18,1941.12,1946.14,1931.83,1940.21,274288464,1149414871208749,5318169,3945229,-1372940,2553807,2702738,148931,4564242,6502481,1938239,1009725,1777171,767446,721131,539859,-181272,132630,158851,26221,4909841,6925085,2015244,19209545,22551414,3341869,2486002,1980508,-505494,229315820,224422116,-4893704,22826602,24849420,2022818,450495,485006,34511,274288464,274288464,0,1945.2056987042943,1.0,0.006556824103026624
2014-03-19,1947.34,1948.15,1935.27,1937.68,249083311,1147631632288220,4822312,4144599,-677713,2812935,2805398,-7537,5099480,5187483,88003,1406252,1340078,-66174,643934,478124,-165810,76949,69884,-7065,3850792,5209575,1358783,18712654,19235141,522487,1916375,1585839,-330536,206781129,205799760,-981369,21249120,22061770,812650,424033,400801,-23232,249083311,249083311,0,1944.489786383077,1.0,-0.0013048334836536092
2014-03-20,1934.15,1934.63,1919.37,1919.52,220600639,1136823563351811,5695861,4056872,-1638989,2079000,2447598,368598,5018302,5167134,148832,2832905,1199418,-1633487,981232,707167,-274065,114048,148991,34943,4495720,5443317,947597,21217068,19170497,-2046571,2018649,1712700,-305949,173011437,178889880,5878443,23994690,20381131,-3613559,358795,446431,87636,220600639,220600639,0,1942.114453674865,1.0,-0.009416226371453208
2014-03-21,1930.24,1935.18,1927.85,1934.94,252871476,1149659069880221,6626732,5892599,-734133,2569241,2427658,-141583,4425546,7263140,2837594,2749981,1042459,-1707522,1353887,635286,-718601,126478,256620,130142,3623878,6496603,2872725,21475743,24014365,2538622,3482010,2263195,-1218815,198896434,196741006,-2155428,28647999,29329709,681710,369290,523201,153911,252871476,252871476,0,1941.4319646311849,1.0,0.008001163464575925
2014-03-24,1937.06,1950.54,1937.06,1945.55,228280678,1155825062582281,5016506,4479417,-537089,2580716,3363091,782375,3935580,4702635,767055,1429249,1378138,-51111,636701,782770,146069,416458,174377,-242081,4861715,5699382,837667,18876925,20579810,1702885,1787357,1693010,-94347,186550437,181055296,-5495141,20653794,24203486,3549692,412165,749076,336911,228280678,228280678,0,1941.8237016817893,1.0,0.005468395197270653
2014-03-25,1940.9,1946.09,1936.62,1941.25,225160524,1152682777599881,6373159,5633226,-739933,2998107,3071518,73411,4692125,6852269,2160144,1016421,1351553,335132,977960,573647,-404313,284229,459169,174940,4999672,5731053,731381,21341673,23672435,2330762,2114254,1900173,-214081,178037507,175214782,-2822725,23135023,23971071,836048,532067,402063,-130004,225160524,225160524,0,1941.7691272980721,1.0,-0.002212617965567782
2014-03-26,1954.6,1965.44,1953.69,1964.31,248945609,1166858036591345,4705255,5263102,557847,2588840,3586147,997307,6161694,5916386,-245308,1498638,1885654,387016,563350,717783,154433,619211,288662,-330549,5441261,6673253,1231992,21578249,24330987,2752738,2361578,1672723,-688855,200862888,197141262,-3721626,23499919,25399047,1899128,642975,401590,-241385,248945609,248945609,0,1943.9133600273917,1.0,0.011808943136441723
2014-03-27,1963.66,1979.7,1963.1,1977.97,218060994,1177397398246652,4545240,3401330,-1143910,2366073,2111371,-254702,4885468,4805116,-80352,1179785,1447347,267562,580290,493236,-87054,200202,92135,-108067,4743895,6653742,1909847,18500953,19004277,503324,1489052,1552073,63021,172777473,173194925,417452,24880592,23964681,-915911,412924,345038,-67886,218060994,218060994,0,1947.1530372749173,1.0,0.006930027633114211
2014-03-28,1972.63,1985.5,1971.25,1981.0,244600277,1179689111441770,5077851,3286414,-1791437,2674779,3792362,1117583,6016640,4306433,-1710207,1658413,1525106,-133307,539529,412135,-127394,388480,115877,-272603,4393594,4495225,101631,20749286,17933552,-2815734,1550233,1600548,50315,203570362,200307129,-3263233,18172867,24146602,5973735,557529,612446,54917,244600277,244600277,0,1950.3727611633026,1.0,0.0015307014660982433
2014-03-31,1988.73,1989.8,1973.05,1985.61,241040678,1182487723289199,5313147,4034420,-1278727,2604308,2620363,16055,5961074,4916212,-1044862,1801795,1582893,-218902,736657,516584,-220073,446951,172526,-274425,4343653,6069485,1725832,21207585,19912483,-1295102,4474678,3110232,-1364446,189303614,189252777,-50837,25569360,28293066,2723706,485441,472120,-13321,241040678,241040678,0,1953.7247299114285,1.0,0.002324404000189585
2014-04-01,1983.78,1991.98,1976.06,1991.98,214641821,1185785442868286,4160804,2911359,-1249445,2048976,2760220,711244,5791703,3971334,-1820369,1557900,1309085,-248815,849303,597949,-251354,318738,118679,-200059,6968598,6552214,-416384,21696022,18220840,-3475182,3076170,2802004,-274166,163230979,161397481,-1833498,26383583,31791274,5407691,255067,430222,175155,214641821,214641821,0,1957.3637854087738,1.0,0.0032029472347577578
2014-04-02,2000.13,2001.26,1995.08,1997.25,220913202,1188798732659985,6363952,4113571,-2250381,3236027,2852651,-383376,7850924,6529614,-1321310,2780597,1616216,-1164381,513448,613873,100425,325864,126614,-199250,6594875,6572988,-21887,27665687,22425527,-5240160,2948855,1914313,-1034542,169572757,169408464,-164293,20327784,26605240,6277456,398119,559658,161539,220913202,220913202,0,1961.1579805834574,1.0,0.0026421154286530905
2014-04-03,1999.42,2007.88,1992.16,1993.7,225726317,1187580409009048,5218929,3999418,-1219511,2256271,2643344,387073,8981895,4760632,-4221263,3087069,1405010,-1682059,1162236,641919,-520317,312061,111082,-200979,5275748,5759609,483861,26294209,19321014,-6973195,2369891,2476272,106381,173959564,175378626,1419062,22822947,28138742,5315795,279706,411663,131957,225726317,225726317,0,1964.253552420816,1.0,-0.0017790255133700637
2014-04-04,1987.84,1993.96,1985.76,1988.09,225635831,1184376735282591,4300049,4286660,-13389,1667702,2242956,575254,7611955,5216523,-2395432,1658813,1560180,-98633,621853,394511,-227342,144145,182129,37984,3444266,6187328,2743062,19448783,20070287,621504,2236826,2317568,80742,174998096,170737554,-4260542,28555002,32094147,3539145,397124,416275,19151,225635831,225635831,0,1966.5210015009907,1.0,-0.0028178300272125407
2014-04-07,1984.29,1992.18,1978.63,1989.7,186350290,1185203842091377,4420675,2992630,-1428045,2625953,2346327,-279626,5506887,3423860,-2083027,1278649,818522,-460127,346536,256397,-90139,198832,58481,-140351,4517654,5253168,735514,18895186,15149385,-3745801,1409610,1530435,120825,145338023,148369356,3031333,20363663,21011938,648275,343808,289176,-54632,186350290,186350290,0,1968.7259089823397,1.0,0.0008094947636336588
2014-04-08,1977.61,1994.58,1977.61,1993.03,218149230,1187174800444758,5535350,4279774,-1255576,2697927,2468435,-229492,5498599,5019714,-478885,1035065,2816094,1781029,660940,395088,-265852,97180,105585,8405,3764454,5305319,1540865,19289515,20390009,1100494,2137575,1948348,-189227,173408852,172404728,-1004124,22985406,23011853,26447,327882,394292,66410,218149230,218149230,0,1971.037839803369,1.0,0.0016722201986972742
2014-04-09,1997.98,2001.15,1992.12,1998.95,233698729,1190172635018611,7650197,6783326,-866871,3186454,3719333,532879,7050180,7794351,744171,1956436,3599674,1643238,1624296,679742,-944554,156688,180284,23596,4161890,7820013,3658123,25786141,30576723,4790582,3063078,2295212,-767866,181250305,169165904,-12084401,23051579,31353248,8301669,547626,307642,-239984,233698729,233698729,0,1973.6929875621008,1.0,0.0029659488974294267
2014-04-10,2007.71,2008.98,1995.79,2008.61,232446685,1196039754595178,4864528,4267345,-597183,3272799,3886686,613887,6753063,6284016,-469047,1965382,2275898,310516,1313890,485085,-828805,177538,158086,-19452,4036033,5609940,1573907,22383233,22967056,583823,11637656,10948588,-689068,175656607,170454830,-5201777,22336133,27700861,5364728,433056,375350,-57706,232446685,232446685,0,1977.0144714820865,1.0,0.004820897857570595
2014-04-11,1985.28,1997.44,1985.16,1997.44,218126131,1189691461984908,5539350,6484196,944846,2096223,3573272,1477049,5370322,6738733,1368411,2429641,2059759,-369882,906565,543988,-362577,2439912,224853,-2215059,3732444,8079276,4346832,22514457,27704077,5189620,9088759,2209323,-6879436,163510678,162728482,-782196,22566717,24763070,2196353,445520,721179,275659,218126131,218126131,0,1978.9574510840541,1.0,-0.005576579896539695
2014-04-14,1993.81,2001.0,1993.07,1997.02,205712486,1189276141484713,3256884,2718642,-538242,1993136,1887103,-106033,4018276,4911329,893053,1161981,1034374,-127607,542539,322098,-220441,200242,180402,-19840,3354763,4504056,1149293,14527821,15558004,1030183,1833759,1258646,-575113,165453517,169837894,4384377,23563311,18799537,-4763774,334078,258405,-75673,205712486,205712486,0,1980.6756516644234,1.0,-0.00021029125416088741
2014-04-15,2008.49,2009.04,1990.34,1992.27,194527489,1186722341382576,6782960,3756463,-3026497,2057951,2602545,544594,5263697,3842788,-1420909,1349657,970321,-379336,1060025,447863,-612162,311351,91770,-219581,4108744,5025516,916772,20934385,16737266,-4197119,2166136,1796598,-369538,151580436,154941935,3361499,19499552,20733637,1234085,346980,318053,-28927,194527489,194527489,0,1981.7785642090157,1.0,-0.002381377259990508
2014-04-16,1994.31,1995.86,1986.25,1992.21,230740936,1186827071062824,4584335,3265009,-1319326,2019808,2548902,529094,4911030,4106524,-804506,1486510,1254652,-231858,1074531,412543,-661988,224119,261786,37667,4471484,3105998,-1365486,18771817,14955414,-3816403,2481715,1604165,-877550,189097019,192839721,3742702,19851985,20890235,1038250,538400,451401,-86999,230740936,230740936,0,1982.770854508403,1.0,-3.011685339335894e-05
2014-04-17,2000.47,2001.29,1984.98,1992.05,200186433,1186479050368213,3629616,3213873,-415743,4114552,2218270,-1896282,5166329,4907387,-258942,1602877,1047916,-554961,687356,443152,-244204,368509,120533,-247976,3225832,4269433,1043601,18795071,16220564,-2574507,2519146,1572748,-946398,161559560,160549202,-1010358,16856189,21541250,4685061,456467,302669,-153798,200186433,200186433,0,1983.6535330700783,1.0,-8.031604367488566e-05
2014-04-18,1998.52,2005.22,1998.26,2004.28,206506648,1193488634637714,3491562,4545518,1053956,1739784,2232391,492607,6001981,4836596,-1165385,984685,1072892,88207,712402,663159,-49243,500977,136550,-364427,2789334,3642178,852844,16220725,17129284,908559,1808763,1527186,-281577,174970758,171146169,-3824589,13002355,16323966,3321611,504047,380043,-124004,206506648,206506648,0,1985.6156251662944,1.0,0.006120634772489351
2014-04-21,2006.21,2006.95,1993.53,1999.22,205579265,1190468906421312,2952491,2499843,-452648,1846649,1253343,-593306,4810650,3476107,-1334543,1124585,1188959,64374,501641,549531,47890,352232,83902,-268330,2920843,2894579,-26264,14509091,11946264,-2562827,2125274,1414911,-710363,176457947,180521715,4063768,12120699,11355659,-765040,366254,340716,-25538,205579265,205579265,0,1986.9097408219104,-1.0,-0.0025277895313258257
2014-04-22,2000.94,2004.42,1991.47,2004.22,212020111,1193370730821497,3793139,4008847,215708,2870381,2526888,-343493,5608282,4908457,-699825,1817338,3245372,1428034,1352924,483873,-869051,829230,181205,-648025,3629238,5549025,1919787,19900532,20903667,1003135,5913146,1686981,-4226165,168805553,169132832,327279,16998654,19868254,2869600,402226,428377,26151,212020111,212020111,0,1988.556378460102,-1.0,0.0024978531461422103
2014-04-23,2010.06,2013.09,1999.78,2000.37,241734556,1191105813947332,4931635,5132097,200462,3057937,2643622,-414315,5577742,5378697,-199045,2030540,1112840,-917700,941283,585604,-355679,342652,299492,-43160,4825185,5825289,1000104,21706974,20977641,-729333,4790859,1492647,-3298212,190239460,194735988,4496528,24568092,24209113,-358979,429171,319167,-110004,241734556,241734556,0,1989.6801486139454,-1.0,-0.0019227941867531807
2014-04-24,2006.38,2007.17,1993.18,1998.34,235074620,1190474482096835,4525939,5379258,853319,2431533,2240339,-191194,6912582,5343036,-1569546,1446389,1371980,-74409,660034,599809,-60225,258325,241894,-16431,4448579,3793389,-655190,20683381,18969705,-1713676,1678340,1750175,71835,184976426,188626676,3650250,27360285,25409855,-1950430,376188,318209,-57979,235074620,235074620,0,1990.5039164973953,-1.0,-0.0010153275303246803
2014-04-25,1996.61,1996.64,1971.66,1971.66,208364426,1174879181440595,5068250,5437788,369538,2726581,2591028,-135553,5564682,4461513,-1103169,1425753,2120140,694387,3768517,492724,-3275793,196150,227094,30944,4293921,5069344,775423,23043854,20399631,-2644223,1481246,1603372,122126,159737506,164539862,4802356,23800533,21561838,-2238695,301287,259723,-41564,208364426,208364426,0,1988.711390061605,-1.0,-0.013441008396857301
2014-04-28,1969.04,1976.56,1969.04,1969.26,168833145,1173235833405298,3362267,4165609,803342,3119120,2777499,-341621,7086658,6270758,-815900,1318445,2430113,1111668,649377,456153,-193224,106326,210532,104206,3568908,4811647,1242739,19211101,21122311,1911210,1103039,1254429,151390,127539113,128977909,1438796,20670016,17192376,-3477640,309876,286120,-23756,168833145,168833145,0,1986.8610778044954,-1.0,-0.0012179898585608904
2014-04-29,1974.67,1976.17,1960.36,1964.77,177609409,1170173958701053,3508646,3879034,370388,1781799,2498103,716304,3813983,4729356,915373,1076577,1798108,721531,470831,574540,103709,257718,135874,-121844,4122595,2701775,-1420820,15032149,16316790,1284641,1617479,1193428,-424051,138107081,137919859,-187222,22503622,21786992,-716630,349078,392340,43262,177609409,177609409,0,1984.7596654775034,-1.0,-0.002282647539336334
2014-04-30,1973.56,1974.33,1955.15,1961.79,227317715,1168022515488834,4709674,4592819,-116855,2313351,2424309,110958,11690751,4917415,-6773336,1502464,1400327,-102137,1194526,625920,-568606,113437,239189,125752,5453130,4891615,-561515,26977333,19091594,-7885739,1378613,1496289,117676,172603450,179730743,7127293,25967245,26516487,549242,391074,482602,91528,227317715,227317715,0,1982.5746776074789,-1.0,-0.0015178683489574269
2014-05-02,1966.29,1968.5,1956.32,1959.44,179541230,1166905543213238,4225206,2739660,-1485546,2483527,2631609,148082,4157523,4339574,182051,1177797,1624532,446735,717111,577912,-139199,146262,146754,492,3408466,2661451,-747015,16315892,14721492,-1594400,752008,1347227,595219,129677512,133941344,4263832,32441684,29236767,-3204917,354134,294400,-59734,179541230,179541230,0,1980.3739930124455,-1.0,-0.0011986036429100096
2014-05-07,1964.19,1964.19,1939.55,1939.88,193040873,1155215338154802,4248446,3845583,-402863,2897473,2123582,-773891,3989046,4637276,648230,1371163,1472822,101659,487011,570763,83752,235038,140739,-94299,3528010,3459866,-68144,16756187,16250631,-505556,1181149,1918977,737828,139763366,148816097,9052731,34998528,25688598,-9309930,341643,366570,24927,193040873,193040873,0,1976.522004810515,1.0,-0.01003260264061598
2014-05-08,1945.94,1950.6,1934.72,1950.6,222431388,1162106101868180,5535026,3214218,-2320808,3502130,2845381,-656749,3497171,5432384,1935213,814033,1114770,300737,735161,604855,-130306,144097,222223,78126,5497680,6148489,650809,19725298,19582320,-142978,1307965,1343363,35398,169994868,176834553,6839685,31018170,24308942,-6709228,385087,362210,-22877,222431388,222431388,0,1974.056175980739,1.0,0.005510902063784759
2014-05-09,1953.48,1958.34,1949.64,1956.55,205209835,1165867751250775,3884564,3360601,-523963,2375885,2352309,-23576,3801741,5622035,1820294,1296208,1752020,455812,748730,934295,185565,174337,228751,54414,3891280,3720123,-171157,16172745,17970134,1797389,2587896,1267977,-1319919,162356906,160113110,-2243796,23687306,25427434,1740128,404982,431180,26198,205209835,205209835,0,1972.3909022764617,1.0,0.00304570062551704
2014-05-12,1956.26,1966.64,1950.91,1964.94,201643955,1171779409455531,3907387,3621183,-286204,2973296,2133136,-840160,6297060,6637627,340567,1803785,1289213,-514572,446928,627501,180573,271028,161180,-109848,4817697,4086417,-731280,20517181,18556257,-1960924,1817753,2037040,219287,155840748,160583651,4742903,23031413,20083687,-2947726,436860,383320,-53540,201643955,201643955,0,1971.6821357508838,1.0,0.0042789923226023594
2014-05-13,1973.08,1988.41,1969.6,1982.93,242163325,1182730515422440,5262123,5188547,-73576,2401160,2678352,277192,5298542,6689458,1390916,1214997,2134570,919573,531480,651971,120491,212330,219618,7288,4068925,4174719,105794,18989557,21737235,2747678,2231644,2240490,8846,200322317,190063646,-10258671,20259720,27655183,7395463,360087,466771,106684,242163325,242163325,0,1972.7520879944302,1.0,0.009113838360272164
2014-05-14,1990.99,2010.85,1990.79,2010.83,233871508,1199185952201075,4305969,5015821,709852,2309038,2658069,349031,4370789,5629034,1258245,1524397,1591866,67469,909221,497599,-411622,247436,253859,6423,4200104,3900996,-299108,17866954,19547244,1680290,1707539,1764175,56636,189994838,183345734,-6649104,23734881,28735599,5000718,567296,478756,-88540,233871508,233871508,0,1976.3742464984446,1.0,0.013972023295871218
2014-05-15,2007.88,2015.37,2006.38,2010.2,259392477,1198705189464596,3530885,2697192,-833693,2239741,2393278,153537,5768638,5095759,-672879,1511049,1160709,-350340,775705,724038,-51667,394639,119592,-275047,4886133,4430126,-456007,19106790,16620694,-2486096,2036412,1429096,-607316,215751659,212131824,-3619835,21829022,28750783,6921761,668594,460080,-208514,259392477,259392477,0,1979.5919187304835,1.0,-0.0003133525515376846
2014-05-16,2003.48,2013.44,1997.27,2013.44,232529933,1200657574890067,5314717,3777752,-1536965,3964819,2973809,-991010,9030080,3927473,-5102607,1798337,1157134,-641203,809737,477884,-331853,328877,106496,-222381,4312186,3937728,-374458,25558753,16358276,-9200477,2296796,1591880,-704916,182806871,189267952,6461081,21397169,24901213,3504044,470344,410612,-59732,232529933,232529933,0,1982.811714877144,1.0,0.0016104823991641797
2014-05-19,2013.79,2015.53,2002.89,2015.14,265596364,1203926336106607,6553113,3347116,-3205997,3404126,6298148,2894022,6701616,4773101,-1928515,2021351,983649,-1037702,802395,367449,-434946,388898,220514,-168384,6719325,5579995,-1139330,26590824,21569972,-5020852,1560639,1344311,-216328,210314650,216352092,6037442,26630142,25958377,-671765,500109,371612,-128497,265596364,265596364,0,1985.8869405215198,1.0,0.0008439698856207398
2014-05-20,2011.85,2014.46,2004.32,2011.26,248337103,1201975283868820,3924162,3393449,-530713,4525597,3081407,-1444190,7273829,3832319,-3441510,1352289,1394986,42697,639380,582283,-57097,219103,200345,-18758,4562912,4292114,-270798,22497272,16776903,-5720369,1783375,1821294,37919,200875872,201879024,1003152,22685968,27365608,4679640,494616,494274,-342,248337103,248337103,0,1988.3005508532494,1.0,-0.0019272805488737674
2014-05-21,2003.48,2015.63,2001.74,2008.33,224090648,1200117082114749,3812699,3604641,-208058,2638021,2829864,191843,6788536,4228467,-2560069,2001235,999778,-1001457,641313,626918,-14395,352694,170020,-182674,4439901,4318156,-121745,20674399,16777844,-3896555,1539959,1515006,-24953,181571467,180017090,-1554377,19969539,25512752,5543213,335284,267956,-67328,224090648,224090648,0,1990.2058506589951,1.0,-0.0014578603882194191
2014-05-22,2015.41,2022.59,2011.6,2015.59,231079285,1205229331723434,5522082,3644400,-1877682,3996438,4915672,919234,9484593,12279134,2794541,2776085,2371419,-404666,1099468,522720,-576748,144787,160760,15973,8569324,6551077,-2018247,31592777,30445182,-1147595,2185570,1664262,-521308,177347844,173456558,-3891286,19604163,25097624,5493461,348931,415659,66728,231079285,231079285,0,1992.620515903603,1.0,0.00360842555395881
2014-05-23,2013.09,2017.96,2011.76,2017.17,241806251,1205425594672320,3187050,4188522,1001472,4316307,4014381,-301926,7368772,4851689,-2517083,2125974,1450650,-675324,963512,667367,-296145,85435,100740,15305,6600878,5256514,-1344364,24647928,20529863,-4118065,1798784,1249226,-549558,193261650,194415166,1153516,21557414,25212857,3655443,540475,399139,-141336,241806251,241806251,0,1994.9557836779472,1.0,0.0007835824997489233
2014-05-26,2016.21,2020.96,2008.14,2010.35,196575982,1200835264642875,2391260,3474038,1082778,3437339,3568493,131154,6908230,4259999,-2648231,1868506,1808519,-59987,599364,769757,170393,246976,290183,43207,4222245,4967896,745651,19673920,19138885,-535035,2183761,1487185,-696576,157189359,158516037,1326678,17205504,17128473,-77031,323438,305402,-18036,196575982,196575982,0,1996.4201573122193,1.0,-0.0033867027444398753
2014-05-27,2014.87,2016.73,1988.44,1997.63,221791601,1193473387135508,4520527,4712286,191759,3448225,3760140,311915,6370141,4217468,-2152673,1238205,965084,-273121,719478,576579,-142899,210546,195671,-14875,3635767,5131426,1495659,20142889,19558654,-584235,1812420,1312938,-499482,183060280,184682000,1621720,16368585,15866091,-502494,407427,371918,-35509,221791601,221791601,0,1996.535243503996,1.0,-0.006347358373178991
2014-05-28,2000.26,2017.06,1997.89,2017.06,210650597,1204945765159241,3629321,4953961,1324640,2433634,3511068,1077434,5807087,4599315,-1207772,2077280,1663812,-413468,720786,444636,-276150,287455,112138,-175317,4432845,5229733,796888,19388408,20514663,1126255,1686263,1644493,-41770,169010589,163703207,-5307382,20158905,24372914,4214009,406432,415320,8888,210650597,210650597,0,1998.4876593711633,1.0,0.009679527786585568
2014-05-29,2020.67,2021.96,2009.23,2012.26,228538866,1203222657456320,3877857,4034560,156703,3452265,3177856,-274409,6142995,4521612,-1621383,1934370,1176503,-757867,990140,637926,-352214,241716,164492,-77224,6235828,4760586,-1475242,22875171,18473535,-4401636,2396892,1760571,-636321,180379983,185893853,5513870,22010793,21564813,-445980,876027,846094,-29933,228538866,228538866,0,1999.7977522026954,1.0,-0.0023825371380743806
2014-05-30,2015.37,2019.17,1994.96,1994.96,247324968,1192616534971872,5346583,5334694,-11889,3186717,3821724,635007,7076052,6450582,-625470,2999230,2087261,-911969,790109,931492,141383,352636,273333,-79303,5489198,4714784,-774414,25240525,23613870,-1626655,2872290,1711336,-1160954,166247495,169732278,3484783,52472888,51794041,-678847,491770,473443,-18327,247324968,247324968,0,1999.3375614007887,1.0,-0.008634468525287105
2014-06-02,1998.81,2006.93,1995.69,2002.0,265590671,1196965464535177,4501718,4030860,-470858,3423515,3482016,58501,5575253,4732548,-842705,1687505,1303776,-383729,467942,475759,7817,193824,178020,-15804,5701934,4563981,-1137953,21551691,18766960,-2784731,2018161,1703490,-314671,218526190,221782175,3255985,22947626,22675045,-272581,547003,663001,115998,265590671,265590671,0,1999.5908256652922,1.0,0.0035226808775217864
2014-06-03,2006.31,2008.56,1990.72,2008.56,266745143,1200537778523506,8503616,3978854,-4524762,4503660,3472108,-1031552,6552664,6091456,-461208,2636408,2422333,-214075,760212,407547,-352665,657754,477854,-179900,6855573,7768180,912607,30469887,24618332,-5851555,3456979,1861369,-1595610,202146402,205981370,3834968,29964894,33662523,3697629,706981,621549,-85432,266745143,266745143,0,2000.4440176754101,-1.0,0.003271366517562371
2014-06-05,2007.2,2007.2,1986.95,1995.48,222091667,1193090537622290,6523421,4081289,-2442132,2920917,3821536,900619,6858333,5425757,-1432576,2728038,2079365,-648673,1352864,635670,-717194,2830706,251326,-2579380,5507913,4239810,-1268103,28722192,20534753,-8187439,7346113,8887072,1540959,154570727,157141527,2570800,31011947,35069044,4057097,440688,459271,18583,222091667,222091667,0,1999.9718158807452,-1.0,-0.006533424504904904
